ddd,estado,cidades
87,PE,FLORESTA
87,PE,FLORES
87,PE,EXU
87,PE,DORMENTES
87,PE,CUSTÓDIA
87,PE,CORRENTES
87,PE,CEDRO
87,PE,CARNAUBEIRA DA PENHA
87,PE,CARNAÍBA
87,PE,CAPOEIRAS
87,PE,CANHOTINHO
87,PE,CALUMBI
87,PE,CALÇADO
87,PE,CAETÉS
87,PE,CABROBÓ
87,PE,BUÍQUE
87,PE,BREJINHO
87,PE,BREJÃO
87,PE,BOM CONSELHO
87,PE,BODOCÓ
87,PE,BETÂNIA
87,PE,BELÉM DE SÃO FRANCISCO
87,PE,ARCOVERDE
87,PE,ARARIPINA
87,PE,ANGELIM
87,PE,ALAGOINHA
87,PE,ÁGUAS BELAS
87,PE,AFRÂNIO
87,PE,AFOGADOS DA INGAZEIRA
88,CE,VIÇOSA DO CEARÁ
88,CE,VÁRZEA ALEGRE
88,CE,VARJOTA
88,CE,URUOCA
88,CE,UMARI
88,CE,UBAJARA
88,CE,TIANGUÁ
88,CE,TAUÁ
88,CE,TARRAFAS
88,CE,TAMBORIL
88,CE,TABULEIRO DO NORTE
88,CE,SOLONÓPOLE
88,CE,SOBRAL
88,CE,SENADOR SÁ
88,CE,SENADOR POMPEU
88,CE,SÃO JOÃO DO JAGUARIBE
88,CE,SÃO BENEDITO
88,CE,SANTA QUITÉRIA
88,CE,SANTANA DO CARIRI
88,CE,SANTANA DO ACARAÚ
88,CE,SALITRE
88,CE,SABOEIRO
88,CE,RUSSAS
88,CE,RERIUTABA
88,CE,QUIXERÉ
88,CE,QUIXERAMOBIM
88,CE,QUIXELÔ
88,CE,QUIXADÁ
88,CE,QUITERIANÓPOLIS
88,CE,POTIRETAMA
88,CE,POTENGI
88,CE,PORTEIRAS
88,CE,PORANGA
88,CE,PIRES FERREIRA
88,CE,PIQUET CARNEIRO
88,CE,PEREIRO
88,CE,PENAFORTE
88,CE,PEDRA BRANCA
88,CE,PARAMBU
88,CE,PALHANO
88,CE,PACUJÁ
88,CE,ORÓS
88,CE,NOVO ORIENTE
88,CE,NOVA RUSSAS
88,CE,NOVA OLINDA
88,CE,MUCAMBO
88,CE,MORRINHOS
88,CE,MORAÚJO
88,CE,MORADA NOVA
88,CE,MONSENHOR TABOSA
88,CE,MOMBAÇA
88,CE,MISSÃO VELHA
88,CE,MIRAÍMA
88,CE,MILHÃ
88,CE,MILAGRES
88,CE,MERUOCA
88,CE,MAURITI
88,CE,MASSAPÊ
88,CE,MARTINÓPOLE
88,CE,MARCO
88,CE,MADALENA
88,CE,LIMOEIRO DO NORTE
88,CE,LAVRAS DA MANGABEIRA
88,CE,JUCÁS
88,CE,JUAZEIRO DO NORTE
88,CE,JIJOCA DE JERICOACOARA
88,CE,JATI
88,CE,JARDIM
88,CE,JAGUARUANA
88,CE,JAGUARIBE
88,CE,JAGUARIBARA
88,CE,JAGUARETAMA
88,CE,ITATIRA
88,CE,ITAREMA
88,CE,ITAPIÚNA
88,CE,ITAPIPOCA
88,CE,ITAIÇABA
88,CE,IRAUÇUBA
88,CE,IRACEMA
88,CE,IPUEIRAS
88,CE,IPU
88,CE,IPAUMIRIM
88,CE,IPAPORANGA
88,CE,INDEPENDÊNCIA
88,CE,IGUATU
88,CE,ICÓ
88,CE,ICAPUÍ
88,CE,IBICUITINGA
88,CE,IBIAPINA
88,CE,IBARETAMA
88,CE,HIDROLÂNDIA
88,CE,GUARACIABA DO NORTE
88,CE,GROAÍRAS
88,CE,GRANJEIRO
88,CE,GRANJA
88,CE,GRAÇA
88,CE,FRECHEIRINHA
88,CE,FORTIM
88,CE,FORQUILHA
88,CE,FARIAS BRITO
88,CE,ERERÊ
88,CE,DEPUTADO IRAPUAN PINHEIRO
88,CE,CRUZ
88,CE,CROATÁ
88,CE,CRATO
88,CE,CRATEÚS
88,CE,COREAÚ
88,CE,CHORÓ
88,CE,CHAVAL
88,CE,CEDRO
88,CE,CATUNDA
88,CE,CATARINA
88,CE,CARNAUBAL
88,CE,CARIÚS
88,CE,CARIRIAÇU
88,CE,CARIRÉ
88,CE,CAMPOS SALES
88,CE,CAMOCIM
88,CE,BREJO SANTO
88,CE,BOA VIAGEM
88,CE,BELA CRUZ
88,CE,BARROQUINHA
88,CE,BARRO
88,CE,BARBALHA
88,CE,BANABUIÚ
88,CE,BAIXIO
88,CE,AURORA
88,CE,ASSARÉ
88,CE,ARNEIROZ
88,CE,ARARIPE
88,CE,ARARENDÁ
88,CE,ARACATI
88,CE,ANTONINA DO NORTE
88,CE,AMONTADA
88,CE,ALTO SANTO
88,CE,ALTANEIRA
88,CE,ALCÂNTARAS
88,CE,AIUABA
88,CE,ACOPIARA
88,CE,ACARAÚ
88,CE,ABAIARA
89,PI,MASSÂPE DO PIAUÍ
89,PI,CAPITÃO GERVÁSIO DE OLIVEIRA
89,PI,WALL FERRAZ
89,PI,VILA NOVA DO PIAUÍ
89,PI,VERA MENDES
89,PI,VÁRZEA GRANDE
89,PI,VÁRZEA BRANCA
89,PI,VALENÇA DO PIAUÍ
89,PI,URUÇUÍ
89,PI,TANQUE DO PIAUÍ
89,PI,TAMBORIL DO PIAUÍ
89,PI,SUSSUAPARA
89,PI,SOCORRO DO PIAUÍ
89,PI,SIMPLÍCIO MENDES
89,PI,SIMÕES
89,PI,SEBASTIÃO LEAL
89,PI,SEBASTIÃO BARROS
89,PI,SÃO RAIMUNDO NONATO
89,PI,SÃO MIGUEL DO FIDALGO
89,PI,SÃO LUIS DO PIAUÍ
89,PI,SÃO LOURENÇO DO PIAUÍ
89,PI,SÃO JULIÃO
89,PI,SÃO JOSÉ DO PIAUÍ
89,PI,SÃO JOSÉ DO PEIXE
89,PI,SÃO JOÃO DO PIAUÍ
89,PI,SÃO JOÃO DA VARJOTA
89,PI,SÃO JOÃO DA CANABRAVA
89,PI,SÃO GONÇALO DO GURGUÉIA
89,PI,SÃO FRANCISCO DO PIAUÍ
89,PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ
89,PI,SÃO BRAZ DO PIAUÍ
89,PI,SANTO INÁCIO DO PIAUÍ
89,PI,SANTO ANTÔNIO DE LISBOA
89,PI,SANTA ROSA DO PIAUÍ
89,PI,SANTANA DO PIAUÍ
89,PI,SANTA LUZ
89,PI,SANTA FILOMENA
89,PI,SANTA CRUZ DOS MILAGRES
89,PI,SANTA CRUZ DO PIAUÍ
89,PI,RIO GRANDE DO PIAUÍ
89,PI,RIBEIRO GONÇALVES
89,PI,RIBEIRA DO PIAUÍ
89,PI,RIACHO FRIO
89,PI,REDENÇÃO DO GURGUÉIA
89,PI,QUEIMADA NOVA
89,PI,PORTO ALEGRE DO PIAUÍ
89,PI,PIO IX
89,PI,PIMENTEIRAS
89,PI,PICOS
89,PI,NOVA SANTA RITA
89,PI,PEDRO LAURENTINO
89,PI,PAVUSSU
89,PI,PAULISTANA
89,PI,PATOS DO PIAUÍ
89,PI,PARNAGUÁ
89,PI,PAQUETÁ
89,PI,PALMEIRA DO PIAUÍ
89,PI,PAJEÚ DO PIAUÍ
89,PI,PAES LANDIM
89,PI,PADRE MARCOS
89,PI,OEIRAS
89,PI,NOVO ORIENTE DO PIAUÍ
89,PI,NAZARÉ DO PIAUÍ
89,PI,MORRO CABEÇA NO TEMPO
89,PI,MONTE ALEGRE DO PIAUÍ
89,PI,MONSENHOR HIPÓLITO
89,PI,MARCOS PARENTE
89,PI,MARCOLÂNDIA
89,PI,MANOEL EMÍDIO
89,PI,LANDRI SALES
89,PI,LAGOA DO SÍTIO
89,PI,LAGOA DO BARRO DO PIAUÍ
89,PI,JUREMA
89,PI,JÚLIO BORGES
89,PI,JOÃO COSTA
89,PI,JERUMENHA
89,PI,JAICÓS
89,PI,JACOBINA DO PIAUÍ
89,PI,ITAUEIRA
89,PI,ITAINÓPOLIS
89,PI,ISAÍAS COELHO
89,PI,IPIRANGA DO PIAUÍ
89,PI,INHUMA
89,PI,GUARIBAS
89,PI,GUADALUPE
89,PI,GILBUÉS
89,PI,GEMINIANO
89,PI,FRONTEIRAS
89,PI,FRANCISCO SANTOS
89,PI,FRANCISCO MACEDO
89,PI,FRANCISCO AYRES
89,PI,FRANCINÓPOLIS
89,PI,FLORIANO
89,PI,FLORESTA DO PIAUÍ
89,PI,FLORES DO PIAUÍ
89,PI,FARTURA DO PIAUÍ
89,PI,ELISEU MARTINS
89,PI,DOM INOCÊNCIO
89,PI,DOM EXPEDITO LOPES
89,PI,DIRCEU ARCOVERDE
89,PI,CURRAL NOVO DO PIAUÍ
89,PI,CURRAIS
89,PI,CURIMATÁ
89,PI,CRISTINO CASTRO
89,PI,CRISTALÂNDIA DO PIAUÍ
89,PI,CORRENTE
89,PI,CORONEL JOSÉ DIAS
89,PI,CONCEIÇÃO DO CANINDÉ
89,PI,COLÔNIA DO PIAUÍ
89,PI,COLÔNIA DO GURGUÉIA
89,PI,CARIDADE DO PIAUÍ
89,PI,CARACOL
89,PI,CANTO DO BURITI
89,PI,CANAVIEIRA
89,PI,CAMPO GRANDE DO PIAUÍ
89,PI,CAMPO ALEGRE DO FIDALGO
89,PI,CAMPINAS DO PIAUÍ
89,PI,CALDEIRÃO GRANDE DO PIAUÍ
89,PI,CAJAZEIRAS DO PIAUÍ
89,PI,BREJO DO PIAUÍ
89,PI,BONFIM DO PIAUÍ
89,PI,BOM JESUS
89,PI,BOCAINA
89,PI,BETÂNIA DO PIAUÍ
89,PI,BERTOLÍNIA
89,PI,BELÉM DO PIAUÍ
89,PI,BELA VISTA DO PIAUÍ
89,PI,BARREIRAS DO PIAUÍ
89,PI,BARRA D'ALCÂNTARA
89,PI,BAIXA GRANDE DO RIBEIRO
89,PI,AVELINO LOPES
89,PI,ARRAIAL
89,PI,AROAZES
89,PI,ANTÔNIO ALMEIDA
89,PI,ANÍSIO DE ABREU
89,PI,ALVORADA DO GURGUÉIA
89,PI,ALEGRETE DO PIAUÍ
89,PI,ALAGOINHA DO PIAUÍ
89,PI,ACAUÃ
91,PA,SANTA ISABEL DO PARÁ
91,PA,VISEU
91,PA,VIGIA
91,PA,ULIANÓPOLIS
91,PA,TRACUATEUA
91,PA,TOMÉ-AÇU
91,PA,TERRA ALTA
91,PA,TAILÂNDIA
91,PA,SOURE
91,PA,SENADOR JOSÉ PORFÍRIO
91,PA,SÃO SEBASTIÃO DA BOA VISTA
91,PA,SÃO MIGUEL DO GUAMÁ
91,PA,SÃO JOÃO DE PIRABAS
91,PA,SÃO JOÃO DA PONTA
91,PA,SÃO FRANCISCO DO PARÁ
91,PA,SÃO DOMINGOS DO CAPIM
91,PA,SÃO CAETANO DE ODIVELAS
91,PA,SANTO ANTÔNIO DO TAUÁ
91,PA,SANTARÉM NOVO
91,PA,SANTA MARIA DO PARÁ
91,PA,SANTA LUZIA DO PARÁ
91,PA,SANTA CRUZ DO ARARI
91,PA,SANTA BÁRBARA DO PARÁ
91,PA,SALVATERRA
91,PA,SALINÓPOLIS
91,PA,QUATIPURU
91,PA,PRIMAVERA
91,PA,PORTEL
91,PA,PONTA DE PEDRAS
91,PA,PEIXE-BOI
91,PA,PARAGOMINAS
91,PA,PACAJÁ
91,PA,OURÉM
91,PA,OEIRAS DO PARÁ
91,PA,NOVA TIMBOTEUA
91,PA,NOVA ESPERANÇA DO PIRIÁ
91,PA,MUANÁ
91,PA,MOJU
91,PA,MOCAJUBA
91,PA,MELGAÇO
91,PA,MARITUBA
91,PA,MARAPANIM
91,PA,MARACANÃ
91,PA,MAGALHÃES BARATA
91,PA,MÃE DO RIO
91,PA,LIMOEIRO DO AJURU
91,PA,IRITUIA
91,PA,IPIXUNA DO PARÁ
91,PA,INHANGAPI
91,PA,IGARAPÉ-MIRI
91,PA,IGARAPÉ-AÇU
91,PA,GURUPÁ
91,PA,GARRAFÃO DO NORTE
91,PA,CURUÇÁ
91,PA,CURRALINHO
91,PA,CONCÓRDIA DO PARÁ
91,PA,COLARES
91,PA,CHAVES
91,PA,CASTANHAL
91,PA,CAPITÃO POÇO
91,PA,CAPANEMA
91,PA,CAMETÁ
91,PA,CACHOEIRA DO ARARI
91,PA,CACHOEIRA DO PIRIÁ
91,PA,BUJARU
91,PA,BREVES
91,PA,BRAGANÇA
91,PA,BONITO
91,PA,BENEVIDES
91,PA,BELÉM
91,PA,BARCARENA
91,PA,BAIÃO
91,PA,BAGRE
91,PA,AURORA DO PARÁ
91,PA,AUGUSTO CORRÊA
91,PA,ANAPU
91,PA,ANANINDEUA
91,PA,ANAJÁS
91,PA,AFUÁ
91,PA,ACARÁ
91,PA,ABAETETUBA
92,AM,URUCURITUBA
92,AM,URUCARÁ
92,AM,SILVES
92,AM,SÃO SEBASTIÃO DO UATUMÃ
92,AM,RIO PRETO DA EVA
92,AM,PRESIDENTE FIGUEIREDO
92,AM,PARINTINS
92,AM,NOVO AIRÃO
92,AM,NOVA OLINDA DO NORTE
92,AM,NHAMUNDÁ
92,AM,MAUÉS
92,AM,MANAUS
92,AM,MANAQUIRI
92,AM,MANACAPURU
92,AM,ITAPIRANGA
92,AM,ITACOATIARA
92,AM,IRANDUBA
92,AM,CAREIRO DA VÁRZEA
92,AM,CAREIRO
92,AM,CAAPIRANGA
92,AM,BORBA
92,AM,BOA VISTA DO RAMOS
92,AM,BARREIRINHA
92,AM,AUTAZES
93,PA,VITÓRIA DO XINGU
93,PA,URUARÁ
93,PA,TRAIRÃO
93,PA,TERRA SANTA
93,PA,SANTARÉM
93,PA,RURÓPOLIS
93,PA,PRAINHA
93,PA,PORTO DE MOZ
93,PA,PLACAS
93,PA,ORIXIMINÁ
93,PA,ÓBIDOS
93,PA,NOVO PROGRESSO
93,PA,MONTE ALEGRE
93,PA,MOJUÍ DOS CAMPOS
93,PA,MEDICILÂNDIA
93,PA,JURUTI
93,PA,JACAREACANGA
93,PA,ITAITUBA
93,PA,FARO
93,PA,CURUÁ
93,PA,BRASIL NOVO
93,PA,BELTERRA
93,PA,AVEIRO
93,PA,ALTAMIRA
93,PA,ALMEIRIM
93,PA,ALENQUER
94,PA,XINGUARA
94,PA,TUCURUÍ
94,PA,TUCUMÃ
94,PA,SAPUCAIA
94,PA,SÃO JOÃO DO ARAGUAIA
94,PA,SÃO GERALDO DO ARAGUAIA
94,PA,SÃO FÉLIX DO XINGU
94,PA,SÃO DOMINGOS DO ARAGUAIA
94,PA,SANTANA DO ARAGUAIA
94,PA,SANTA MARIA DAS BARREIRAS
94,PA,RONDON DO PARÁ
94,PA,RIO MARIA
94,PA,REDENÇÃO
94,PA,PIÇARRA
94,PA,PAU D'ARCO
94,PA,PARAUAPEBAS
94,PA,PALESTINA DO PARÁ
94,PA,OURILÂNDIA DO NORTE
94,PA,NOVO REPARTIMENTO
94,PA,NOVA IPIXUNA
94,PA,MARABÁ
94,PA,JACUNDÁ
94,PA,ITUPIRANGA
94,PA,GOIANÉSIA DO PARÁ
94,PA,FLORESTA DO ARAGUAIA
94,PA,ELDORADO DOS CARAJÁS
94,PA,DOM ELISEU
94,PA,CURIONÓPOLIS
94,PA,CUMARU DO NORTE
94,PA,CONCEIÇÃO DO ARAGUAIA
94,PA,CANAÃ DOS CARAJÁS
94,PA,BREU BRANCO
94,PA,BREJO GRANDE DO ARAGUAIA
94,PA,BOM JESUS DO TOCANTINS
94,PA,BANNACH
94,PA,ÁGUA AZUL DO NORTE
94,PA,ABEL FIGUEIREDO
95,RR,UIRAMUTÃ
95,RR,SÃO LUIZ
95,RR,SÃO JOÃO DA BALIZA
95,RR,RORAINÓPOLIS
95,RR,PACARAIMA
95,RR,NORMANDIA
95,RR,MUCAJAÍ
95,RR,IRACEMA
95,RR,CAROEBE
95,RR,CARACARAÍ
95,RR,CANTÁ
95,RR,BONFIM
95,RR,BOA VISTA
95,RR,ALTO ALEGRE
95,RR,AMAJARI
96,AP,VITÓRIA DO JARI
96,AP,TARTARUGALZINHO
96,AP,SANTANA
96,AP,PRACUÚBA
96,AP,PORTO GRANDE
96,AP,OIAPOQUE
96,AP,MAZAGÃO
96,AP,MACAPÁ
96,AP,LARANJAL DO JARI
96,AP,ITAUBAL
96,AP,FERREIRA GOMES
96,AP,CUTIAS
96,AP,CALÇOENE
96,AP,PEDRA BRANCA DO AMAPARI
96,AP,AMAPÁ
96,AP,SERRA DO NAVIO
97,AM,UARINI
97,AM,TONANTINS
97,AM,TEFÉ
97,AM,TAPAUÁ
97,AM,TABATINGA
97,AM,SÃO PAULO DE OLIVENÇA
97,AM,SÃO GABRIEL DA CACHOEIRA
97,AM,SANTO ANTÔNIO DO IÇÁ
97,AM,SANTA ISABEL DO RIO NEGRO
97,AM,PAUINI
97,AM,NOVO ARIPUANÃ
97,AM,MARAÃ
97,AM,MANICORÉ
97,AM,LÁBREA
97,AM,JUTAÍ
97,AM,JURUÁ
97,AM,JAPURÁ
97,AM,ITAMARATI
97,AM,IPIXUNA
97,AM,HUMAITÁ
97,AM,GUAJARÁ
97,AM,FONTE BOA
97,AM,ENVIRA
97,AM,EIRUNEPÉ
97,AM,CODAJÁS
97,AM,COARI
97,AM,CARAUARI
97,AM,CANUTAMA
97,AM,BOCA DO ACRE
97,AM,BERURI
97,AM,BENJAMIN CONSTANT
97,AM,BARCELOS
97,AM,ATALAIA DO NORTE
97,AM,APUÍ
97,AM,ANORI
97,AM,ANAMÃ
97,AM,AMATURÁ
97,AM,ALVARÃES
98,MA,PINDARÉ MIRIM
98,MA,ZÉ DOCA
98,MA,VITORINO FREIRE
98,MA,VITÓRIA DO MEARIM
98,MA,VIANA
98,MA,VARGEM GRANDE
98,MA,URBANO SANTOS
98,MA,TUTÓIA
98,MA,TURILÂNDIA
98,MA,TURIAÇU
98,MA,TUFILÂNDIA
98,MA,SERRANO DO MARANHÃO
98,MA,SATUBINHA
98,MA,SÃO VICENTE FERRER
98,MA,SÃO LUÍS
98,MA,SÃO JOSÉ DE RIBAMAR
98,MA,SÃO JOÃO DO CARÚ
98,MA,SÃO JOÃO BATISTA
98,MA,SÃO BERNARDO
98,MA,SÃO BENTO
98,MA,SÃO BENEDITO DO RIO PRETO
98,MA,SANTO AMARO DO MARANHÃO
98,MA,SANTANA DO MARANHÃO
98,MA,SANTA RITA
98,MA,SANTA QUITÉRIA DO MARANHÃO
98,MA,SANTA LUZIA DO PARUÁ
98,MA,SANTA LUZIA
98,MA,SANTA INÊS
98,MA,SANTA HELENA
98,MA,ROSÁRIO
98,MA,RAPOSA
98,MA,PRIMEIRA CRUZ
98,MA,PRESIDENTE VARGAS
98,MA,PRESIDENTE SARNEY
98,MA,PRESIDENTE MÉDICI
98,MA,PRESIDENTE JUSCELINO
98,MA,PORTO RICO DO MARANHÃO
98,MA,PIRAPEMAS
98,MA,PIO XII
98,MA,PINHEIRO
98,MA,PERI MIRIM
98,MA,PENALVA
98,MA,PEDRO DO ROSÁRIO
98,MA,PAULO RAMOS
98,MA,PAULINO NEVES
98,MA,PALMEIRÂNDIA
98,MA,PAÇO DO LUMIAR
98,MA,OLINDA NOVA DO MARANHÃO
98,MA,OLHO D'ÁGUA DAS CUNHÃS
98,MA,NOVA OLINDA DO MARANHÃO
98,MA,NINA RODRIGUES
98,MA,MORROS
98,MA,MONÇÃO
98,MA,MIRINZAL
98,MA,MIRANDA DO NORTE
98,MA,MILAGRES DO MARANHÃO
98,MA,MATÕES DO NORTE
98,MA,MATINHA
98,MA,MATA ROMA
98,MA,MARANHÃOZINHO
98,MA,MARAJÁ DO SENA
98,MA,MARACAÇUMÉ
98,MA,MAGALHÃES DE ALMEIDA
98,MA,LUÍS DOMINGUES
98,MA,JUNCO DO MARANHÃO
98,MA,ITAPECURU MIRIM
98,MA,IGARAPÉ DO MEIO
98,MA,ICATU
98,MA,HUMBERTO DE CAMPOS
98,MA,GUIMARÃES
98,MA,GOVERNADOR NUNES FREIRE
98,MA,GOVERNADOR NEWTON BELLO
98,MA,GODOFREDO VIANA
98,MA,DUQUE BACELAR
98,MA,CURURUPU
98,MA,CONCEIÇÃO DO LAGO-AÇU
98,MA,COELHO NETO
98,MA,CHAPADINHA
98,MA,CENTRO NOVO DO MARANHÃO
98,MA,CENTRO DO GUILHERME
98,MA,CENTRAL DO MARANHÃO
98,MA,CEDRAL
98,MA,CARUTAPERA
98,MA,CANTANHEDE
98,MA,CÂNDIDO MENDES
98,MA,CAJARI
98,MA,CAJAPIÓ
98,MA,CACHOEIRA GRANDE
98,MA,BURITICUPU
98,MA,BURITI
98,MA,BREJO DE AREIA
98,MA,BREJO
98,MA,BOM JESUS DAS SELVAS
98,MA,BOM JARDIM
98,MA,BOA VISTA DO GURUPI
98,MA,BEQUIMÃO
98,MA,BELA VISTA DO MARANHÃO
98,MA,BELÁGUA
98,MA,BARREIRINHAS
98,MA,BACURITUBA
98,MA,BACURI
98,MA,BACABEIRA
98,MA,AXIXÁ
98,MA,ARARI
98,MA,ARAIOSES
98,MA,ARAGUANÃ
98,MA,APICUM-AÇU
98,MA,ANAPURUS
98,MA,ANAJATUBA
98,MA,AMAPÁ DO MARANHÃO
98,MA,ALTO ALEGRE DO PINDARÉ
98,MA,ALTAMIRA DO MARANHÃO
98,MA,ALCÂNTARA
98,MA,ÁGUA DOCE DO MARANHÃO
98,MA,AFONSO CUNHA
99,MA,VILA NOVA DOS MARTÍRIOS
99,MA,TUNTUM
99,MA,TRIZIDELA DO VALE
99,MA,TIMON
99,MA,TIMBIRAS
99,MA,TASSO FRAGOSO
99,MA,SUCUPIRA DO RIACHÃO
99,MA,SUCUPIRA DO NORTE
99,MA,SÍTIO NOVO
99,MA,SENADOR LA ROCQUE
99,MA,SENADOR ALEXANDRE COSTA
99,MA,SÃO ROBERTO
99,MA,SÃO RAIMUNDO DO DOCA BEZERRA
99,MA,SÃO RAIMUNDO DAS MANGABEIRAS
99,MA,SÃO PEDRO DOS CRENTES
99,MA,SÃO PEDRO DA ÁGUA BRANCA
99,MA,SÃO MATEUS DO MARANHÃO
99,MA,SÃO LUÍS GONZAGA DO MARANHÃO
99,MA,SÃO JOSÉ DOS BASÍLIOS
99,MA,SÃO JOÃO DOS PATOS
99,MA,SÃO JOÃO DO SOTER
99,MA,SÃO JOÃO DO PARAÍSO
99,MA,SÃO FRANCISCO DO MARANHÃO
99,MA,SÃO FRANCISCO DO BREJÃO
99,MA,SÃO FÉLIX DE BALSAS
99,MA,SÃO DOMINGOS DO MARANHÃO
99,MA,SÃO DOMINGOS DO AZEITÃO
99,MA,SANTO ANTÔNIO DOS LOPES
99,MA,SANTA FILOMENA DO MARANHÃO
99,MA,SAMBAÍBA
99,MA,RIBAMAR FIQUENE
99,MA,RIACHÃO
99,MA,PRESIDENTE DUTRA
99,MA,PORTO FRANCO
99,MA,POÇÃO DE PEDRAS
99,MA,PERITORÓ
99,MA,PEDREIRAS
99,MA,PASTOS BONS
99,MA,PASSAGEM FRANCA
99,MA,PARNARAMA
99,MA,PARAIBANO
99,MA,NOVA IORQUE
99,MA,NOVA COLINAS
99,MA,MONTES ALTOS
99,MA,MIRADOR
99,MA,MATÕES
99,MA,LORETO
99,MA,LIMA CAMPOS
99,MA,LAJEADO NOVO
99,MA,LAGOA GRANDE DO MARANHÃO
99,MA,LAGO DOS RODRIGUES
99,MA,LAGOA DO MATO
99,MA,LAGO VERDE
99,MA,LAGO DO JUNCO
99,MA,LAGO DA PEDRA
99,MA,JOSELÂNDIA
99,MA,JOÃO LISBOA
99,MA,JENIPAPO DOS VIEIRAS
99,MA,JATOBÁ
99,MA,ITINGA DO MARANHÃO
99,MA,ITAIPAVA DO GRAJAÚ
99,MA,IMPERATRIZ
99,MA,IGARAPÉ GRANDE
99,MA,GRAJAÚ
99,MA,GRAÇA ARANHA
99,MA,GOVERNADOR LUIZ ROCHA
99,MA,GOVERNADOR EUGÊNIO BARROS
99,MA,GOVERNADOR EDISON LOBÃO
99,MA,GOVERNADOR ARCHER
99,MA,GONÇALVES DIAS
99,MA,FORTUNA
99,MA,FORTALEZA DOS NOGUEIRAS
99,MA,FORMOSA DA SERRA NEGRA
99,MA,FERNANDO FALCÃO
99,MA,FEIRA NOVA DO MARANHÃO
99,MA,ESTREITO
99,MA,ESPERANTINÓPOLIS
99,MA,DOM PEDRO
99,MA,DAVINÓPOLIS
99,MA,COROATÁ
99,MA,COLINAS
99,MA,CODÓ
99,MA,CIDELÂNDIA
99,MA,CAXIAS
99,MA,CAROLINA
99,MA,CAPINZAL DO NORTE
99,MA,CAMPESTRE DO MARANHÃO
99,MA,BURITIRANA
99,MA,BURITI BRAVO
99,MA,BOM LUGAR
99,MA,BERNARDO DO MEARIM
99,MA,BENEDITO LEITE
99,MA,BARRA DO CORDA
99,MA,BARÃO DE GRAJAÚ
99,MA,BALSAS
99,MA,BACABAL
99,MA,ARAME
99,MA,AMARANTE DO MARANHÃO
99,MA,ALTO PARNAÍBA
99,MA,ALTO ALEGRE DO MARANHÃO
99,MA,ALDEIAS ALTAS
99,MA,AÇAILÂNDIA
